Symbol,Company Name,Industry,Market Cap
BIG,"Big Lots, Inc.",Discount Stores,103.00M
BIGC,"BigCommerce Holdings, Inc.",Software - Application,588.26M
BIIB,Biogen Inc.,Drug Manufacturers - General,32.39B
BILI,Bilibili Inc.,Electronic Gaming & Multimedia,5.64B
BILL,BILL Holdings Inc,Software - Application,6.04B
BIMI,BIMI International Medical Inc.,Pharmaceutical Retailers,12.42M
BIO,"Bio-Rad Laboratories, Inc.",Medical Devices,8.07B
BIO.B,"Bio-Rad Laboratories, Inc.",Medical Devices,7.70B
BIOL,"BIOLASE, Inc.",Medical Devices,5.70M
BIOR,"Biora Therapeutics, Inc.",Biotechnology,26.62M
BIOX,Bioceres Crop Solutions Corp.,Agricultural Inputs,802.31M
BIP,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,14.01B
BIPC,Brookfield Infrastructure Corporation,Utilities - Regulated Gas,4.56B
BIRD,"Allbirds, Inc.",Apparel Retail,90.37M
BIRK,Birkenstock Holding plc,Footwear & Accessories,8.60B
BITE,Bite Acquisition Corp.,Shell Companies,73.59M
BITF,Bitfarms Ltd.,Capital Markets,522.18M
BIVI,BioVie Inc.,Biotechnology,26.95M
BJ,"BJ's Wholesale Club Holdings, Inc.",Discount Stores,10.36B
BJDX,"Bluejay Diagnostics, Inc.",Medical Devices,1.45M
BJRI,"BJ's Restaurants, Inc.",Restaurants,787.31M
BK,The Bank of New York Mellon Corporation,Asset Management,43.71B
BKD,Brookdale Senior Living Inc.,Medical Care Facilities,1.36B
BKE,"The Buckle, Inc.",Apparel Retail,1.97B
BKH,Black Hills Corporation,Utilities - Regulated Gas,3.89B
BKHA,Black Hawk Acquisition Corporation,Shell Companies,93.15M
BKKT,"Bakkt Holdings, Inc.",Software - Infrastructure,132.97M
BKNG,Booking Holdings Inc.,Travel Services,128.98B
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,32.22B
BKSY,BlackSky Technology Inc.,Scientific & Technical Instruments,174.10M
BKTI,BK Technologies Corporation,Communication Equipment,45.64M
BKU,"BankUnited, Inc.",Banks - Regional,2.15B
BKYI,"BIO-key International, Inc.",Security & Protection Services,2.95M
BL,"BlackLine, Inc.",Software - Application,3.61B
BLAC,Bellevue Life Sciences Acquisition Corp.,Shell Companies,61.35M
BLBD,Blue Bird Corporation,Auto Manufacturers,1.55B
BLBX,Blackboxstocks Inc.,Software - Application,9.21M
BLCO,Bausch + Lomb Corporation,Medical Instruments & Supplies,5.39B
BLD,TopBuild Corp.,Engineering & Construction,13.15B
BLDE,"Blade Air Mobility, Inc.",Airports & Air Services,271.87M
BLDP,Ballard Power Systems Inc.,Specialty Industrial Machinery,860.74M
BLDR,"Builders FirstSource, Inc.",Building Products & Equipment,20.43B
BLEU,bleuacacia ltd,Shell Companies,80.92M
BLFS,"BioLife Solutions, Inc.",Medical Instruments & Supplies,889.01M
BLFY,Blue Foundry Bancorp,Banks - Regional,217.53M
BLIN,"Bridgeline Digital, Inc.",Software - Infrastructure,13.13M
BLK,"BlackRock, Inc.",Asset Management,118.10B
BLKB,"Blackbaud, Inc.",Software - Application,4.01B
BLMN,"Bloomin' Brands, Inc.",Restaurants,2.00B
BLND,"Blend Labs, Inc.",Software - Application,704.06M
BLNK,Blink Charging Co.,Engineering & Construction,291.37M
BLRX,BioLineRx Ltd.,Biotechnology,52.93M
BLTE,"Belite Bio, Inc",Biotechnology,1.26B
BLUA,BlueRiver Acquisition Corp.,Shell Companies,96.05M
BLUE,"bluebird bio, Inc.",Biotechnology,200.45M
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",Banks - Regional,1.04B
BLZE,"Backblaze, Inc.",Software - Infrastructure,295.29M
BMA,Banco Macro S.A.,Banks - Regional,4.83B
BMBL,Bumble Inc.,Software - Application,1.97B
BMEA,"Biomea Fusion, Inc.",Biotechnology,380.21M
BMI,"Badger Meter, Inc.",Scientific & Technical Instruments,5.80B
BMO,Bank of Montreal,Banks - Diversified,67.89B
BMR,Beamr Imaging Ltd.,Software - Application,89.48M
BMRA,"Biomerica, Inc.",Medical Devices,10.23M
BMRC,Bank of Marin Bancorp,Banks - Regional,260.27M
BMRN,BioMarin Pharmaceutical Inc.,Biotechnology,15.35B
BMTX,"BM Technologies, Inc.",Software - Application,20.75M
BMY,Bristol-Myers Squibb Company,Drug Manufacturers - General,90.74B
BN,Brookfield Corporation,Asset Management,72.28B
BNAI,"Brand Engagement Network, Inc.",Software - Infrastructure,52.28M
BNED,"Barnes & Noble Education, Inc.",Specialty Retail,15.52M
BNGO,"Bionano Genomics, Inc.",Medical Instruments & Supplies,62.36M
BNIX,Bannix Acquisition Corp.,Shell Companies,59.83M
BNL,"Broadstone Net Lease, Inc.",REIT - Diversified,2.87B
BNOX,Bionomics Limited,Biotechnology,10.37M
BNR,Burning Rock Biotech Limited,Diagnostics & Research,81.98M
BNRE,Brookfield Reinsurance Ltd.,Insurance - Reinsurance,6.50B
BNRE.A,Brookfield Reinsurance Ltd,Insurance - Reinsurance,4.40B
BNRG,Brenmiller Energy Ltd,Utilities - Renewable,5.27M
BNS,The Bank of Nova Scotia,Banks - Diversified,58.58B
BNTC,Benitec Biopharma Inc.,Biotechnology,22.76M
BNTX,BioNTech SE,Biotechnology,21.89B
BNZI,"Banzai International, Inc.",Software - Application,6.56M
